gene	RK10.3	RK11.3	RK12.2	RK12.3	RK7.1	RK7.2	RK8.1	RK8.2	RK2.1	RK2.2	RK3.1	RK3.2	RK4.1	RK4.2	RK6.1	RK6.2
ENSRNOG00000054751	2.39	1.52	2.23	3.67	3.82	3.24	0.98	3.34	2.47	3.67	1.02	1.28	2.8	4.1	3.7	2.49
ENSRNOG00000054752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054757	17.61	11.48	14.13	16.53	27.33	25.27	17.81	24.87	15.75	19.13	11.28	11.77	19.64	20.13	21.05	19.81
ENSRNOG00000054758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054764	0.55	0.46	0.29	0.37	2.11	1.55	0.93	2.96	1.63	1.9	0.61	1.14	2.71	2.79	1.37	2.27
ENSRNOG00000054765	61.54	54.46	59.05	50.54	45.67	51.64	31.95	44.31	43.08	51.56	45.77	48.22	51.4	45.46	53.32	41.64
ENSRNOG00000054766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16
ENSRNOG00000054769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054770	17.57	15.48	16.42	16.3	21.52	21.25	19.61	21.45	16.56	21.08	15.75	16.62	20.16	29.53	22.94	22.14
ENSRNOG00000054771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054775	70.59	60.68	69.13	74.24	112.2	118.84	157.16	121.71	70.36	81.48	70.29	76.1	109.05	135.03	104.45	115.87
ENSRNOG00000054776	0	0.2	0.21	0	0.23	0.47	0.11	0	0	0	0	0	0.12	0	0.23	0
ENSRNOG00000054777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054780	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57	0	0
ENSRNOG00000054781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054782	8.93	8.58	9.85	10.93	18.43	12.79	9.94	11.76	9.28	9.54	6.79	8.59	13.99	13.59	13.34	13.03
ENSRNOG00000054783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054790	0	0	0	0	0	0	0	0.17	0	0	0.15	0	0	0	0	0
ENSRNOG00000054791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054795	0.85	0.78	1.2	1.18	2.05	2.1	2.5	2.45	1.44	0.93	1.28	1.89	1.44	2.27	1.84	1.64
ENSRNOG00000054796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054801	4.43	2.99	8.4	3.38	3.77	4.67	2.05	4.73	6.45	6.52	3.37	10.48	10.05	5.49	5.62	3.09
ENSRNOG00000054802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49
ENSRNOG00000054809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054812	0	0	0.12	0	0	0.09	0.08	0	0	0	0	0	0.04	0.13	0	0.09
ENSRNOG00000054813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41
ENSRNOG00000054819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054824	0	0	0	0	0	0	0	0.44	0.86	0.42	0	0	0.44	0	0	0
ENSRNOG00000054825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054828	0	0	3.69	0	0	8.67	0	1.67	6.49	0	3.28	0	1.42	0	2.78	2.3
ENSRNOG00000054829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19
ENSRNOG00000054830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054838	40.62	33.8	38.64	37.53	52.24	42.96	48.28	51.43	36.89	42.04	36.44	41.48	43.78	53.21	46.44	52.19
ENSRNOG00000054839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054841	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0.1	0
ENSRNOG00000054842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054843	0	0	0.09	0	0.21	0.11	0	0.1	0	0	0.17	0	0.11	0	0.52	0
ENSRNOG00000054844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054849	0	0	0	0	0.06	0.06	0.06	0	0	0.06	0	0	0.07	0.06	0	0.09
ENSRNOG00000054850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054853	0	0	6.5	0	0	0	14.85	0	0	0	0	0	0	0	0	0
ENSRNOG00000054854	0	0	0	0	0.91	1.21	0	0	0	6.82	0.95	2.14	0	0	0	0
ENSRNOG00000054855	0.35	0.31	1.02	0.33	1.39	1.91	1.01	1.38	0	0.99	0.31	0.68	3.55	0.7	2.77	1.48
ENSRNOG00000054857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054860	2.81	5.37	3.44	4.33	12.62	5.42	7.5	10.14	5.84	5.02	4.38	6.2	14.34	7.41	8.75	7.96
ENSRNOG00000054861	0.05	0	0	0.05	0.05	0	0	0	0	0	0	0.1	0.1	0	0.26	0
ENSRNOG00000054862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054863	17.09	16.29	17.62	20.35	25.62	21.8	17.8	22.55	20.16	23.15	17.34	18.36	20.9	25.46	24.74	22.21
ENSRNOG00000054864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054869	0	0	0	0	0	1.65	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054889	6.81	7.1	9.54	10.51	11.38	10.08	4.62	10	8.78	10.6	4.54	5.14	8.38	9.98	10.55	9.25
ENSRNOG00000054890	15.53	8.55	10.36	10.45	44.93	35.81	55.35	49.24	21.93	19.87	15.97	17.04	38.28	57.16	44.53	47.13
ENSRNOG00000054891	9.68	6.93	10.28	12.31	19.87	17.76	11.15	19.29	9.3	13.72	7.81	9.58	20.83	19.51	20.52	19.76
ENSRNOG00000054892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054896	21.27	24.57	22.22	23.53	26.16	21.08	16.68	21.64	27.04	28.74	23.1	24.36	20.62	24.5	26.11	23.77
ENSRNOG00000054897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054898	0.15	0	0.07	0	0.08	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054901	1.11	1.1	1.15	1.25	2.38	2.16	1.16	2.33	1.29	1.74	0.98	0.86	2.21	2.42	2.39	1.99
ENSRNOG00000054902	0.87	0.6	0.96	1.11	3.02	2.84	2.71	2.78	1.86	1.22	1.1	1.01	2.02	2.75	2.03	2.06
ENSRNOG00000054903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054904	0	0	0	0	0.22	0	0.07	0	0.07	0	0	0	0.07	0.28	0.15	0
ENSRNOG00000054905	0	0	0	0	0.13	0	0	0	0	0	0.11	0	0	0.12	0	0.17
ENSRNOG00000054906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054907	0.73	1.32	0.71	1.15	0.99	0	0.71	0.49	0.24	1.62	1.29	0.72	1.01	1.22	1.98	1.21
ENSRNOG00000054908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054910	12.69	14.97	16.49	17.43	12.47	10.26	17.03	11.74	8.28	14.37	12.35	13.06	14.63	13.98	14.59	9.65
ENSRNOG00000054911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054917	0	0	0	0	0	0	0	0.4	0	0	0	0	1.06	0	0	0.14
ENSRNOG00000054918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054920	0.54	0.97	1.08	2.08	0.52	0	1.05	2.69	1.58	2.08	0	0	0	0	0	0.76
ENSRNOG00000054921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054934	0	0	0	0	0	0	0	0	1.79	0	0	0	0	0	0	0
ENSRNOG00000054935	0	0	0	0	0	0	0	0	2.06	0.51	0	0	0	0	0	0.37
ENSRNOG00000054936	0.42	0.38	0	0.79	0.64	0	0	0.21	0.83	0	0	0.41	0	0.21	0	0
ENSRNOG00000054937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054941	0	0.33	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054945	19.71	16.74	24.53	26.18	2.02	22.46	21.45	25.37	26.77	32.01	17.46	8.02	3.61	9.35	1.64	16.63
ENSRNOG00000054946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054953	0.2	0	0	0	0.07	0	0.06	0	0.26	0	0	0.13	0.14	0.27	0	0.05
ENSRNOG00000054954	0.06	0.16	0.06	0.05	0.24	0.62	0.63	0.23	0.17	0.38	0.46	0.11	0.13	0.41	0.24	0.58
ENSRNOG00000054955	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0.09	0.06
ENSRNOG00000054956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054957	0	0	0	0	0.57	0.93	0.59	0.49	0.43	0.15	0	0	0.7	0.11	0.17	0.16
ENSRNOG00000054958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054962	908.03	803.86	858.69	962.67	701.8	458.85	249.41	605.49	988.1	736.37	696.34	678.99	587.02	544.65	752.64	604.98
ENSRNOG00000054963	5.45	4.67	5.45	6.55	9.4	7.59	7.11	7.26	5.74	9.34	5	6.55	8.93	9.59	9.97	7.77
ENSRNOG00000054964	3.47	3.41	2.6	5.61	3.91	2.2	1.56	1.78	3.69	4.26	3.12	2.31	4.01	3.79	5.39	2.88
ENSRNOG00000054965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054972	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054978	96.25	58.22	69.62	87.91	117.22	102.56	98.86	100.79	95.84	138.38	84.86	107.67	107.23	107.74	135.07	106.97
ENSRNOG00000054979	1.73	7.38	2.56	0	2.14	15.44	2.1	7.94	1.69	0	0.39	1.27	3.05	0.44	1.28	0.61
ENSRNOG00000054980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054989	0.1	0.19	0.8	0.2	0.33	0.56	0.41	0.83	0.41	0.39	0	0.31	0.22	0.11	0.33	0.3
ENSRNOG00000054990	0	0	0.4	0	0.29	0	0	0.42	0	0	0	0	0	0	0	0
ENSRNOG00000054991	0.15	0	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054999	0	0	0	0	3.87	0	10.64	5.7	0	0	0	5.41	0	16.95	0	3.77
ENSRNOG00000055000	12.02	8.56	8.85	11.39	13.65	11.72	10.12	15.23	10.9	12.27	9.1	9.98	10.39	13.47	13.11	13.88
ENSRNOG00000055001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055010	0.56	0.24	0.6	0.76	2.77	2.4	4.93	1.52	1.57	1.68	1.49	1.57	2	2.73	1.84	2.26
ENSRNOG00000055011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055012	28.88	26.49	29.69	35.15	47.48	47.02	27.49	41.24	35.91	41.18	26.86	26.45	49.3	46.88	44.14	44.54
ENSRNOG00000055013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055015	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055020	3.51	3.33	3.55	5.32	10.25	6.17	6.52	6.41	6.26	2.47	3.98	2.78	6.68	4.71	7.5	8.9
ENSRNOG00000055021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055025	8.15	0.8	0.93	6.2	19.11	6.41	8.66	17.96	0	0	0.84	0.88	8.42	3.61	1.65	2.51
ENSRNOG00000055026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055028	5.25	5.36	5.71	7.72	10.17	8.56	8.58	9.52	5.95	8.74	6.48	7.13	8.86	10.98	10	8.76
ENSRNOG00000055029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055036	7.19	4.19	6.53	8.14	8.68	7.66	3.62	8.71	6.17	7.32	5.01	5.44	7.57	9.65	7.76	8.19
ENSRNOG00000055037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055042	0.99	0	0.12	0.35	0.39	0.53	0	0.87	0	0.12	0	0.24	0.13	0.13	0.13	0.35
ENSRNOG00000055043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055046	0	0	0	0	0	0	0	0	0	2.95	0	0	0	1.01	0	0
